productcode,productname,productweight,productprice,productdescription,productdescription_abovepricing,photourl,Mariell Link,Category,SKU,Name,Description,List Price,Cost to Us,MAP Price,Weight,No. of Images,Has Options,SincereWedding Link
225GL-SM,Above Elbow Bridal or Prom Gloves in Matte Satin - Sea Mist,0.16,8.75,"Mariell's Adult 19"" Above Elbow Gloves in Matte Satin are available in 32 glamourous colors for Bridal, Bridesmaids, Proms or Pageants at a great wholesale price. They are also available in Shiny Satin as style 225GL-2.","Mariell's 19"" Above Elbow Gloves in Matte Satin are offered in 32 glamourous colors for Bridal, Proms, Bridesmaids or Pageants at a great wholesale price!",http://www.mariellonline.com/v/vspfiles/templates/Mariell/images/nophoto.gif,,,,,,,,,,,,
225GL-SU,Above Elbow Bridal or Prom Gloves in Matte Satin - Sugar Plum,0.16,8.75,"Mariell's Adult 19"" Above Elbow Gloves in Matte Satin are available in 32 glamourous colors for Bridal, Bridesmaids, Proms or Pageants at a great wholesale price. They are also available in Shiny Satin as style 225GL-2.","Mariell's 19"" Above Elbow Gloves in Matte Satin are offered in 32 glamourous colors for Bridal, Proms, Bridesmaids or Pageants at a great wholesale price!",http://www.mariellonline.com/v/vspfiles/templates/Mariell/images/nophoto.gif,,,,,,,,,,,,
225GL-W,Above Elbow Bridal or Prom Gloves in Matte Satin - White,0.16,8.75,"Mariell's Adult 19"" Above Elbow Gloves in Matte Satin are available in 32 glamourous colors for Bridal, Bridesmaids, Proms or Pageants at a great wholesale price. They are also available in Shiny Satin as style 225GL-2.","Mariell's 19"" Above Elbow Gloves in Matte Satin are offered in 32 glamourous colors for Bridal, Proms, Bridesmaids or Pageants at a great wholesale price!",http://www.mariellonline.com/v/vspfiles/templates/Mariell/images/nophoto.gif,,,,,,,,,,,,
226V,Two Layer Wedding Veils with Rounded Satin Cord Edge,0.15,24,"For the most classic look in bridal veils, Mariell presents our top selling Satin Corded Edge Veil with two fully edged layers of tulle finished with rounded satin cord.  These elegant veils are available in White or Ivory and are sewn onto a comb. We feature these traditional Standard Cut wedding veils in your choice of  Elbow (24""/27"") or Fingertip (30""/36"") lengths.","For a classic bridal look, Mariell presents our top selling Satin Corded Edge Veil with two fully edged layers of tulle finished with rounded satin cord.",http://www.mariellonline.com/v/vspfiles/photos/226V-1.jpg,,,,,,,,,,,,
226V-24-I,"Two Layer Wedding Veils with Rounded Satin Cord Edge - Ivory - 24""",0.15,24,"For the most classic look in bridal veils, Mariell presents our top selling Satin Corded Edge Veil with two fully edged layers of tulle finished with rounded satin cord.  These elegant veils are available in White or Ivory and are sewn onto a comb. We feature these traditional Standard Cut wedding veils in your choice of  Elbow (24""/27"") or Fingertip (30""/36"") lengths.","For a classic bridal look, Mariell presents our top selling Satin Corded Edge Veil with two fully edged layers of tulle finished with rounded satin cord.",http://www.mariellonline.com/v/vspfiles/templates/Mariell/images/nophoto.gif,,,,,,,,,,,,
226V-24-W,"Two Layer Wedding Veils with Rounded Satin Cord Edge - White - 24""",0.15,24,"For the most classic look in bridal veils, Mariell presents our top selling Satin Corded Edge Veil with two fully edged layers of tulle finished with rounded satin cord.  These elegant veils are available in White or Ivory and are sewn onto a comb. We feature these traditional Standard Cut wedding veils in your choice of  Elbow (24""/27"") or Fingertip (30""/36"") lengths.","For a classic bridal look, Mariell presents our top selling Satin Corded Edge Veil with two fully edged layers of tulle finished with rounded satin cord.",http://www.mariellonline.com/v/vspfiles/templates/Mariell/images/nophoto.gif,,,,,,,,,,,,
226V-30-I,"Two Layer Wedding Veils with Rounded Satin Cord Edge - Ivory - 30""",0.15,26,"For the most classic look in bridal veils, Mariell presents our top selling Satin Corded Edge Veil with two fully edged layers of tulle finished with rounded satin cord.  These elegant veils are available in White or Ivory and are sewn onto a comb. We feature these traditional Standard Cut wedding veils in your choice of  Elbow (24""/27"") or Fingertip (30""/36"") lengths.","For a classic bridal look, Mariell presents our top selling Satin Corded Edge Veil with two fully edged layers of tulle finished with rounded satin cord.",http://www.mariellonline.com/v/vspfiles/templates/Mariell/images/nophoto.gif,,,,,,,,,,,,
226V-30-W,"Two Layer Wedding Veils with Rounded Satin Cord Edge - White - 30""",0.15,26,"For the most classic look in bridal veils, Mariell presents our top selling Satin Corded Edge Veil with two fully edged layers of tulle finished with rounded satin cord.  These elegant veils are available in White or Ivory and are sewn onto a comb. We feature these traditional Standard Cut wedding veils in your choice of  Elbow (24""/27"") or Fingertip (30""/36"") lengths.","For a classic bridal look, Mariell presents our top selling Satin Corded Edge Veil with two fully edged layers of tulle finished with rounded satin cord.",http://www.mariellonline.com/v/vspfiles/templates/Mariell/images/nophoto.gif,,,,,,,,,,,,
228B,Single Strand 4mm Pearl Wedding Bracelet,0.1,4.5,"Mariell's popular single strand wedding bracelet features one-row of 4mm faux pearls hand-strung in the USA. This classic bridal bracelet is available in White or Ivory with either a silver or gold clasp and comes in your choice of 6"" (petite or children's size) or 7"". These dainty pearls are great for brides. bridesmaids or flower girls.","Mariell's popular single strand wholesale wedding bracelet has 1-row of 4mm pearls hand-made in the USA, and is available in White or Ivory.",http://www.mariellonline.com/v/vspfiles/photos/228B-1.jpg,,,,,,,,,,,,
228B-6-I-G,"Single Strand 4mm Pearl Wedding Bracelet - 6""/Ivory/Gold",0.1,4.5,"Mariell's popular single strand wedding bracelet features one-row of 4mm faux pearls hand-strung in the USA. This classic bridal bracelet is available in 8 beautiful pearl colors with either a silver or gold clasp and comes in your choice of 6"" (petite or children's size) or 7"". These dainty pearls are great for brides. bridesmaids or flower girls.",,http://www.mariellonline.com/v/vspfiles/templates/Mariell/images/nophoto.gif,,,,,,,,,,,,
228B-6-I-S,"Single Strand 4mm Pearl Wedding Bracelet - 6""/Ivory/Silver",0.1,4.5,,,http://www.mariellonline.com/v/vspfiles/templates/Mariell/images/nophoto.gif,,,,,,,,,,,,
228B-6-W-G,"Single Strand 4mm Pearl Wedding Bracelet - 6""/White/Gold",0.1,4.5,"Mariell's popular single strand wedding bracelet features one-row of 4mm faux pearls hand-strung in the USA. This classic bridal bracelet is available in 8 beautiful pearl colors with either a silver or gold clasp and comes in your choice of 6"" (petite or children's size) or 7"". These dainty pearls are great for brides. bridesmaids or flower girls.",,http://www.mariellonline.com/v/vspfiles/templates/Mariell/images/nophoto.gif,,,,,,,,,,,,
228B-6-W-S,"Single Strand 4mm Pearl Wedding Bracelet - 6""/White/Silver",0.1,4.5,,,http://www.mariellonline.com/v/vspfiles/templates/Mariell/images/nophoto.gif,,,,,,,,,,,,
228B-7-I-G,"Single Strand 4mm Pearl Wedding Bracelet - 7""/Ivory/Gold",0.1,4.5,,,http://www.mariellonline.com/v/vspfiles/templates/Mariell/images/nophoto.gif,,,,,,,,,,,,
228B-7-I-S,"Single Strand 4mm Pearl Wedding Bracelet - 7""/Ivory/Silver",0.1,4.5,,,http://www.mariellonline.com/v/vspfiles/templates/Mariell/images/nophoto.gif,,,,,,,,,,,,
228B-7-W-G,"Single Strand 4mm Pearl Wedding Bracelet - 7""/White/Gold",0.1,4.5,,,http://www.mariellonline.com/v/vspfiles/templates/Mariell/images/nophoto.gif,,,,,,,,,,,,
228B-7-W-S,"Single Strand 4mm Pearl Wedding Bracelet - 7""/White/Silver",0.1,4.5,,,http://www.mariellonline.com/v/vspfiles/templates/Mariell/images/nophoto.gif,,,,,,,,,,,,
228N,Single Strand 4mm Pearl Wedding Necklace,0.1,5.5,"Mariell's popular single strand wedding necklace features one-row of 4mm faux pearls hand-strung in the USA. This classic bridal necklace is available in White or Ivory with either a silver or gold clasp and comes in your choice of 14"" (petite or children's size), 16"" or 18"" length. These dainty pearls are great for brides. bridesmaids or flower girls.","Mariell's popular single strand wholesale wedding necklace has 1-row of 4mm pearls hand-made in the USA, and is available in White or Ivory.",http://www.mariellonline.com/v/vspfiles/photos/228N-1.jpg,,,,,,,,,,,,
228N-14-I-G,"Single Strand 4mm Pearl Wedding Necklace - Ivory - 14"" - Gold",0.1,5.5,"Mariell's popular single strand wedding necklace features one-row of 4mm faux pearls hand-strung in the USA. This classic bridal necklace is available in 8 beautiful pearl colors with either a silver or gold clasp and comes in your choice of 14"" (petite or children's size), 16"" or 18"" length. These dainty pearls are great for brides. bridesmaids or flower girls.",Mariell's popular single strand wholesale wedding necklace has 1-row of 4mm pearls hand-made in the USA available in 8 beautiful pearl colors.,http://www.mariellonline.com/v/vspfiles/templates/Mariell/images/nophoto.gif,,,,,,,,,,,,
228N-14-I-S,"Single Strand 4mm Pearl Wedding Necklace - Ivory - 14"" - Silver",0.1,5.5,"Mariell's popular single strand wedding necklace features one-row of 4mm faux pearls hand-strung in the USA. This classic bridal necklace is available in 8 beautiful pearl colors with either a silver or gold clasp and comes in your choice of 14"" (petite or children's size), 16"" or 18"" length. These dainty pearls are great for brides. bridesmaids or flower girls.",Mariell's popular single strand wholesale wedding necklace has 1-row of 4mm pearls hand-made in the USA available in 8 beautiful pearl colors.,http://www.mariellonline.com/v/vspfiles/templates/Mariell/images/nophoto.gif,,,,,,,,,,,,
228N-14-WH-G,"Single Strand 4mm Pearl Wedding Necklace - White - 14"" - Gold",0.1,5.5,"Mariell's popular single strand wedding necklace features one-row of 4mm faux pearls hand-strung in the USA. This classic bridal necklace is available in 8 beautiful pearl colors with either a silver or gold clasp and comes in your choice of 14"" (petite or children's size), 16"" or 18"" length. These dainty pearls are great for brides. bridesmaids or flower girls.",Mariell's popular single strand wholesale wedding necklace has 1-row of 4mm pearls hand-made in the USA available in 8 beautiful pearl colors.,http://www.mariellonline.com/v/vspfiles/templates/Mariell/images/nophoto.gif,,,,,,,,,,,,
228N-14-WH-S,"Single Strand 4mm Pearl Wedding Necklace - White - 14"" - Silver",0.1,5.5,"Mariell's popular single strand wedding necklace features one-row of 4mm faux pearls hand-strung in the USA. This classic bridal necklace is available in 8 beautiful pearl colors with either a silver or gold clasp and comes in your choice of 14"" (petite or children's size), 16"" or 18"" length. These dainty pearls are great for brides. bridesmaids or flower girls.",Mariell's popular single strand wholesale wedding necklace has 1-row of 4mm pearls hand-made in the USA available in 8 beautiful pearl colors.,http://www.mariellonline.com/v/vspfiles/templates/Mariell/images/nophoto.gif,,,,,,,,,,,,
228N-16-I-G,"Single Strand 4mm Pearl Wedding Necklace - Ivory - 16"" - Gold",0.1,5.5,"Mariell's popular single strand wedding necklace features one-row of 4mm faux pearls hand-strung in the USA. This classic bridal necklace is available in 8 beautiful pearl colors with either a silver or gold clasp and comes in your choice of 14"" (petite or children's size), 16"" or 18"" length. These dainty pearls are great for brides. bridesmaids or flower girls.",Mariell's popular single strand wholesale wedding necklace has 1-row of 4mm pearls hand-made in the USA available in 8 beautiful pearl colors.,http://www.mariellonline.com/v/vspfiles/templates/Mariell/images/nophoto.gif,,,,,,,,,,,,
228N-16-I-S,"Single Strand 4mm Pearl Wedding Necklace - Ivory - 16"" - Silver",0.1,5.5,"Mariell's popular single strand wedding necklace features one-row of 4mm faux pearls hand-strung in the USA. This classic bridal necklace is available in 8 beautiful pearl colors with either a silver or gold clasp and comes in your choice of 14"" (petite or children's size), 16"" or 18"" length. These dainty pearls are great for brides. bridesmaids or flower girls.",Mariell's popular single strand wholesale wedding necklace has 1-row of 4mm pearls hand-made in the USA available in 8 beautiful pearl colors.,http://www.mariellonline.com/v/vspfiles/templates/Mariell/images/nophoto.gif,,,,,,,,,,,,
228N-16-WH-G,"Single Strand 4mm Pearl Wedding Necklace - White - 16"" - Gold",0.1,5.5,"Mariell's popular single strand wedding necklace features one-row of 4mm faux pearls hand-strung in the USA. This classic bridal necklace is available in 8 beautiful pearl colors with either a silver or gold clasp and comes in your choice of 14"" (petite or children's size), 16"" or 18"" length. These dainty pearls are great for brides. bridesmaids or flower girls.",Mariell's popular single strand wholesale wedding necklace has 1-row of 4mm pearls hand-made in the USA available in 8 beautiful pearl colors.,http://www.mariellonline.com/v/vspfiles/templates/Mariell/images/nophoto.gif,,,,,,,,,,,,
228N-16-WH-S,"Single Strand 4mm Pearl Wedding Necklace - White - 16"" - Silver",0.1,5.5,"Mariell's popular single strand wedding necklace features one-row of 4mm faux pearls hand-strung in the USA. This classic bridal necklace is available in 8 beautiful pearl colors with either a silver or gold clasp and comes in your choice of 14"" (petite or children's size), 16"" or 18"" length. These dainty pearls are great for brides. bridesmaids or flower girls.",Mariell's popular single strand wholesale wedding necklace has 1-row of 4mm pearls hand-made in the USA available in 8 beautiful pearl colors.,http://www.mariellonline.com/v/vspfiles/templates/Mariell/images/nophoto.gif,,,,,,,,,,,,
228N-18-I-G,"Single Strand 4mm Pearl Wedding Necklace - Ivory - 18"" - Gold",0.1,5.5,"Mariell's popular single strand wedding necklace features one-row of 4mm faux pearls hand-strung in the USA. This classic bridal necklace is available in 8 beautiful pearl colors with either a silver or gold clasp and comes in your choice of 14"" (petite or children's size), 16"" or 18"" length. These dainty pearls are great for brides. bridesmaids or flower girls.",Mariell's popular single strand wholesale wedding necklace has 1-row of 4mm pearls hand-made in the USA available in 8 beautiful pearl colors.,http://www.mariellonline.com/v/vspfiles/templates/Mariell/images/nophoto.gif,,,,,,,,,,,,
228N-18-I-S,"Single Strand 4mm Pearl Wedding Necklace - Ivory - 18"" - Silver",0.1,5.5,"Mariell's popular single strand wedding necklace features one-row of 4mm faux pearls hand-strung in the USA. This classic bridal necklace is available in 8 beautiful pearl colors with either a silver or gold clasp and comes in your choice of 14"" (petite or children's size), 16"" or 18"" length. These dainty pearls are great for brides. bridesmaids or flower girls.",Mariell's popular single strand wholesale wedding necklace has 1-row of 4mm pearls hand-made in the USA available in 8 beautiful pearl colors.,http://www.mariellonline.com/v/vspfiles/templates/Mariell/images/nophoto.gif,,,,,,,,,,,,
228N-18-WH-G,"Single Strand 4mm Pearl Wedding Necklace - White - 18"" - Gold",0.1,5.5,"Mariell's popular single strand wedding necklace features one-row of 4mm faux pearls hand-strung in the USA. This classic bridal necklace is available in 8 beautiful pearl colors with either a silver or gold clasp and comes in your choice of 14"" (petite or children's size), 16"" or 18"" length. These dainty pearls are great for brides. bridesmaids or flower girls.",Mariell's popular single strand wholesale wedding necklace has 1-row of 4mm pearls hand-made in the USA available in 8 beautiful pearl colors.,http://www.mariellonline.com/v/vspfiles/templates/Mariell/images/nophoto.gif,,,,,,,,,,,,
228N-18-WH-S,"Single Strand 4mm Pearl Wedding Necklace - White - 18"" - Silver",0.1,5.5,"Mariell's popular single strand wedding necklace features one-row of 4mm faux pearls hand-strung in the USA. This classic bridal necklace is available in 8 beautiful pearl colors with either a silver or gold clasp and comes in your choice of 14"" (petite or children's size), 16"" or 18"" length. These dainty pearls are great for brides. bridesmaids or flower girls.",Mariell's popular single strand wholesale wedding necklace has 1-row of 4mm pearls hand-made in the USA available in 8 beautiful pearl colors.,http://www.mariellonline.com/v/vspfiles/templates/Mariell/images/nophoto.gif,,,,,,,,,,,,
